x ; y ; class
1708.712765 ;2455.955779 ;1
1709.909011 ;2455.674743 ;1
1710.570454 ;2459.451990 ;1
1711.761481 ;2458.767381 ;1
1975.091737 ;1440.416094 ;2
2968.968248 ;895.288070 ;3
407.930495 ;3003.855562 ;4
409.946969 ;2999.872911 ;4
404.199671 ;2999.406013 ;4
988.248797 ;4077.597861 ;5
988.959818 ;4076.335978 ;5
989.928671 ;4076.656032 ;5
989.661295 ;4074.464946 ;5
1055.149020 ;5474.704642 ;6
1056.449808 ;5478.237274 ;6
1053.933617 ;5477.527446 ;6
1053.316122 ;5477.930134 ;6
3701.607604 ;1954.805584 ;7
3701.014505 ;1951.201742 ;7
3698.957615 ;1949.359343 ;7
2856.487380 ;2731.816485 ;8
2858.053966 ;2732.171352 ;8
2858.404655 ;2735.459306 ;8
2859.557879 ;2732.687713 ;8
2856.473334 ;2732.263910 ;8
2204.187417 ;5890.950665 ;9
2206.444826 ;5891.171566 ;9
2202.723374 ;5889.420462 ;9
2204.547239 ;5887.992715 ;9
2203.115004 ;5894.452602 ;9
3703.372507 ;5994.212362 ;10
1357.081824 ;382.613865 ;11
1360.037169 ;385.030904 ;11
1358.580888 ;383.564091 ;11
2238.578857 ;4419.403582 ;12
2238.907940 ;4416.729171 ;12
564.668894 ;1348.494654 ;13
565.037841 ;1346.985568 ;13
566.771632 ;1350.266964 ;13
4778.224517 ;1626.044681 ;14
