x ; y ; class
42.637055 ;10.865137 ;1
42.277356 ;9.266443 ;1
43.051510 ;10.755724 ;1
42.408459 ;9.232957 ;1
44.004819 ;7.172686 ;1
45.233015 ;7.484225 ;1
42.796109 ;14.656056 ;1
42.125301 ;7.784635 ;1
45.453855 ;9.888662 ;1
44.479607 ;13.175297 ;1
42.883074 ;11.988707 ;1
42.059042 ;10.824984 ;1
45.143925 ;7.603585 ;1
43.150211 ;10.048577 ;1
43.085077 ;10.715734 ;1
43.121385 ;10.647612 ;1
46.148229 ;8.648466 ;1
42.767706 ;11.444889 ;1
42.839154 ;8.134203 ;1
42.059242 ;8.954054 ;1
40.767752 ;7.718751 ;1
42.737232 ;10.872984 ;1
43.396299 ;11.184398 ;1
44.582385 ;7.472091 ;1
42.006765 ;10.702642 ;1
44.140615 ;12.029532 ;1
40.955546 ;12.305997 ;1
42.950526 ;11.325022 ;1
42.010180 ;7.256692 ;1
42.194206 ;8.516695 ;1
39.536144 ;12.565017 ;1
45.185913 ;9.475687 ;1
46.095179 ;9.517212 ;1
45.372943 ;12.958427 ;1
39.603676 ;10.718129 ;1
41.926871 ;10.332659 ;1
35.295070 ;6.765104 ;2
34.534825 ;7.748812 ;2
37.654359 ;5.124321 ;2
37.409246 ;7.966061 ;2
36.018437 ;4.717264 ;2
33.848893 ;6.423383 ;2
36.169161 ;9.083736 ;2
36.106331 ;8.061147 ;2
33.871699 ;5.993058 ;2
33.958476 ;4.602046 ;2
33.399918 ;7.398713 ;2
35.900021 ;6.690704 ;2
33.012254 ;7.350916 ;2
31.144059 ;8.096576 ;2
35.031454 ;5.792377 ;2
35.210404 ;9.624588 ;2
38.583554 ;7.620862 ;2
37.993963 ;7.371162 ;2
33.641491 ;4.186986 ;2
35.872245 ;6.785119 ;2
32.469545 ;8.650576 ;2
34.342443 ;3.816721 ;2
35.899165 ;6.937718 ;2
37.987410 ;4.863696 ;2
34.338625 ;7.171862 ;2
37.900752 ;6.056598 ;2
34.976745 ;7.362117 ;2
35.347883 ;5.432836 ;2
35.326144 ;7.170250 ;2
35.775515 ;9.299853 ;2
35.017329 ;6.547587 ;2
34.494826 ;5.334451 ;2
32.925634 ;8.008760 ;2
34.573808 ;10.863779 ;2
34.134703 ;6.381913 ;2
34.772382 ;6.702293 ;2
34.337799 ;8.637960 ;2
35.336242 ;7.111307 ;2
31.592835 ;7.810410 ;2
34.682998 ;7.066559 ;2
32.695324 ;5.165819 ;2
31.752110 ;8.858908 ;2
34.578498 ;7.713693 ;2
35.511989 ;6.999153 ;2
35.704611 ;9.533324 ;2
34.259214 ;8.751850 ;2
37.022430 ;8.944228 ;2
35.684081 ;5.692214 ;2
35.184549 ;7.907360 ;2
32.155492 ;7.724612 ;2
37.079697 ;7.058261 ;2
36.275838 ;10.586568 ;2
31.988802 ;7.306023 ;2
34.805566 ;7.097547 ;2
37.637815 ;7.736653 ;2
33.537680 ;4.645452 ;2
37.670922 ;9.602287 ;2
35.013541 ;7.928336 ;2
37.761976 ;8.219228 ;2
33.835997 ;7.687596 ;2
34.543728 ;7.005111 ;2
38.281765 ;6.132019 ;2
34.679071 ;8.132935 ;2
36.610001 ;5.499940 ;2
33.807072 ;8.881856 ;2
35.529133 ;8.191656 ;2
35.487003 ;9.389266 ;2
34.771643 ;7.206216 ;2
35.778803 ;4.237141 ;2
33.206374 ;7.264223 ;2
37.169819 ;9.753872 ;2
33.892551 ;5.835833 ;2
34.997849 ;8.205020 ;2
33.738753 ;10.761928 ;2
34.483131 ;8.122760 ;2
33.043669 ;10.489636 ;2
33.575867 ;7.402056 ;2
32.540941 ;7.483966 ;2
33.160901 ;8.694720 ;2
35.088748 ;6.498451 ;2
35.833248 ;5.885112 ;2
31.469617 ;7.790276 ;2
38.452865 ;6.162362 ;2
31.897707 ;6.075978 ;2
33.395448 ;5.592709 ;2
32.966530 ;5.276899 ;2
33.159663 ;8.523000 ;2
35.549725 ;4.534680 ;2
35.472625 ;9.475708 ;2
33.708055 ;5.266541 ;2
34.467815 ;7.020107 ;2
33.294943 ;3.683930 ;2
36.464566 ;7.396998 ;2
33.878600 ;8.713026 ;2
25.674578 ;7.609133 ;3
22.093372 ;6.446544 ;3
28.277537 ;7.742595 ;3
26.198504 ;7.427702 ;3
26.026922 ;8.736679 ;3
26.026230 ;5.733092 ;3
25.100895 ;10.605745 ;3
24.640827 ;9.728184 ;3
25.646331 ;5.621042 ;3
25.593161 ;5.595478 ;3
25.546748 ;7.763313 ;3
25.406330 ;7.687910 ;3
27.116252 ;8.104857 ;3
26.537269 ;9.663168 ;3
28.037622 ;10.103417 ;3
26.804396 ;10.211511 ;3
25.300458 ;6.539163 ;3
26.604139 ;5.411946 ;3
25.607237 ;7.325496 ;3
24.180128 ;9.622219 ;3
24.639967 ;4.055049 ;3
28.173820 ;8.170057 ;3
28.668246 ;8.557385 ;3
25.473585 ;6.968673 ;3
25.157941 ;4.988569 ;3
25.645659 ;7.539038 ;3
26.165488 ;7.018574 ;3
26.056425 ;7.121702 ;3
23.009006 ;5.371570 ;3
24.341968 ;9.706991 ;3
26.267980 ;10.208621 ;3
21.970456 ;9.073223 ;3
27.390111 ;5.346724 ;3
26.947018 ;6.823824 ;3
26.662880 ;8.088894 ;3
25.864683 ;7.176106 ;3
25.272199 ;6.040949 ;3
25.783343 ;6.064098 ;3
26.643031 ;5.786101 ;3
28.196012 ;4.815987 ;3
28.212498 ;5.650191 ;3
25.080679 ;8.222319 ;3
23.994405 ;6.761145 ;3
24.471092 ;10.340683 ;3
26.645366 ;8.458459 ;3
27.401167 ;7.653313 ;3
23.735605 ;5.819859 ;3
24.908945 ;6.948628 ;3
24.347423 ;8.386363 ;3
27.375461 ;9.398322 ;3
23.447080 ;8.248292 ;3
25.303528 ;8.447807 ;3
24.258741 ;9.567487 ;3
25.678471 ;8.126547 ;3
27.138468 ;6.049428 ;3
25.572401 ;7.935190 ;3
25.539525 ;7.920842 ;3
25.332163 ;7.247356 ;3
25.808745 ;6.099116 ;3
25.441323 ;8.272944 ;3
25.378974 ;6.751697 ;3
26.172542 ;10.375258 ;3
25.827575 ;7.413899 ;3
22.253427 ;6.950212 ;3
28.903866 ;9.005889 ;3
26.055218 ;4.396834 ;3
26.936369 ;8.313133 ;3
23.714009 ;7.841470 ;3
24.208594 ;5.021754 ;3
26.531878 ;6.150571 ;3
28.797356 ;9.023056 ;3
25.393688 ;11.024947 ;3
25.577787 ;7.786340 ;3
27.997025 ;6.284126 ;3
23.786885 ;10.527583 ;3
27.961794 ;9.209045 ;3
24.686045 ;7.670496 ;3
28.841041 ;7.528856 ;3
21.697592 ;8.179378 ;3
23.462267 ;8.761070 ;3
26.673926 ;6.064913 ;3
25.953954 ;8.192788 ;3
28.459831 ;5.885411 ;3
24.623553 ;9.142702 ;3
22.951384 ;7.915057 ;3
26.971568 ;5.618546 ;3
25.026470 ;7.909894 ;3
28.949531 ;7.574045 ;3
15.311943 ;2.990410 ;4
15.384891 ;7.007441 ;4
16.345075 ;6.523174 ;4
16.928313 ;6.830855 ;4
13.635173 ;3.894427 ;4
15.649952 ;5.785382 ;4
13.561990 ;8.136548 ;4
14.539514 ;6.280601 ;4
16.838534 ;4.218396 ;4
16.198622 ;5.777816 ;4
14.611466 ;6.177429 ;4
14.849689 ;2.617438 ;4
15.056340 ;6.885313 ;4
17.004428 ;6.826011 ;4
13.799194 ;4.688474 ;4
15.050225 ;2.606797 ;4
14.254738 ;5.192073 ;4
15.503203 ;7.127772 ;4
16.136904 ;6.177421 ;4
14.569698 ;5.975461 ;4
13.575369 ;6.693830 ;4
17.574889 ;3.516954 ;4
16.192437 ;6.761448 ;4
16.304219 ;7.467183 ;4
13.737782 ;4.679371 ;4
15.907025 ;2.377336 ;4
15.373871 ;5.075031 ;4
13.953102 ;3.182667 ;4
17.668544 ;7.112228 ;4
15.492969 ;4.151634 ;4
15.719561 ;5.623092 ;4
13.250192 ;5.760161 ;4
16.718351 ;4.869901 ;4
17.179833 ;8.944433 ;4
16.447223 ;8.823468 ;4
14.132094 ;7.841891 ;4
16.599183 ;6.837155 ;4
14.609716 ;2.755219 ;4
15.765996 ;5.650326 ;4
18.464606 ;4.416746 ;4
17.837252 ;3.534871 ;4
18.857141 ;7.616220 ;4
13.866702 ;3.230999 ;4
18.546094 ;7.285840 ;4
14.463162 ;5.020041 ;4
16.538886 ;3.457228 ;4
14.323905 ;2.098337 ;4
14.261394 ;4.942151 ;4
15.022256 ;3.828179 ;4
18.080237 ;5.149690 ;4
15.812776 ;8.329724 ;4
37.595736 ;17.423651 ;5
38.314248 ;15.892371 ;5
36.154068 ;16.629174 ;5
38.486550 ;17.271644 ;5
37.536513 ;18.013872 ;5
36.491404 ;17.955422 ;5
36.230625 ;20.039007 ;5
37.168892 ;17.470477 ;5
40.228772 ;16.963377 ;5
37.534004 ;17.805814 ;5
37.813344 ;15.808783 ;5
37.657775 ;17.904155 ;5
37.187085 ;17.707659 ;5
37.391739 ;18.111125 ;5
34.992114 ;15.913737 ;5
36.411378 ;20.366421 ;5
39.603248 ;17.690132 ;5
36.673322 ;18.204490 ;5
38.207132 ;16.879553 ;5
37.270985 ;19.418049 ;5
37.411861 ;17.409209 ;5
37.837091 ;17.100116 ;5
35.189402 ;14.902330 ;5
37.197096 ;18.294485 ;5
34.689070 ;15.906338 ;5
38.135875 ;15.060397 ;5
37.147598 ;17.915998 ;5
38.045021 ;17.406504 ;5
35.891312 ;15.665158 ;5
38.332796 ;17.156699 ;5
38.698076 ;14.109607 ;5
34.365225 ;18.113986 ;5
37.569762 ;17.827654 ;5
34.242999 ;16.396374 ;5
36.763191 ;17.460745 ;5
37.451037 ;17.978916 ;5
38.527155 ;14.025103 ;5
36.240580 ;19.402457 ;5
37.885302 ;16.281938 ;5
38.356317 ;19.142608 ;5
40.540677 ;16.828744 ;5
38.396531 ;18.151124 ;5
37.181457 ;19.449957 ;5
37.910181 ;13.915288 ;5
36.835262 ;16.830750 ;5
40.873917 ;16.342997 ;5
35.555546 ;17.855663 ;5
37.364761 ;16.912282 ;5
37.384705 ;17.812233 ;5
37.165903 ;16.464856 ;5
37.318937 ;17.787742 ;5
39.016345 ;20.270209 ;5
37.708227 ;16.862738 ;5
37.516331 ;19.846723 ;5
38.472319 ;16.977808 ;5
38.025465 ;20.878234 ;5
39.398943 ;17.031404 ;5
37.125771 ;17.653738 ;5
39.640815 ;15.061239 ;5
37.603370 ;17.773010 ;5
39.691791 ;17.614247 ;5
37.895246 ;18.470911 ;5
37.721590 ;18.319270 ;5
38.612393 ;18.588953 ;5
33.959984 ;19.166440 ;5
39.203125 ;20.073093 ;5
35.734180 ;17.200814 ;5
36.047193 ;20.935461 ;5
37.549191 ;17.835607 ;5
37.428497 ;17.773978 ;5
35.118927 ;15.240335 ;5
39.246267 ;19.203009 ;5
39.791140 ;17.544222 ;5
36.193224 ;16.000637 ;5
35.215416 ;20.438290 ;5
37.565177 ;17.944480 ;5
37.376482 ;18.170437 ;5
34.261747 ;16.436691 ;5
34.001847 ;19.425939 ;5
38.300609 ;19.795046 ;5
37.257279 ;17.276865 ;5
35.455047 ;14.963817 ;5
39.043454 ;19.002327 ;5
40.468517 ;15.669195 ;5
37.186839 ;18.456624 ;5
38.315634 ;16.081738 ;5
38.234795 ;15.323527 ;5
35.036182 ;18.915812 ;5
