x ; y ; class
167.084460 ;44.790825 ;1
163.220935 ;45.375775 ;1
164.070072 ;47.375523 ;1
165.237515 ;46.862297 ;1
165.874045 ;40.871661 ;1
162.242475 ;36.952879 ;1
157.420766 ;43.496553 ;1
162.634685 ;44.584419 ;1
163.761513 ;46.255280 ;1
171.029068 ;46.936451 ;1
167.798717 ;55.366661 ;1
168.425914 ;47.274269 ;1
161.155126 ;46.259649 ;1
167.364514 ;45.781781 ;1
163.131627 ;54.568956 ;1
163.296836 ;42.585618 ;1
164.988740 ;46.389723 ;1
160.042014 ;42.873335 ;1
164.445628 ;44.911831 ;1
166.878645 ;43.181747 ;1
170.918101 ;45.300236 ;1
163.896186 ;47.261460 ;1
169.148071 ;40.843511 ;1
166.024293 ;55.646783 ;1
164.987703 ;45.670126 ;1
166.811882 ;50.680548 ;1
161.679175 ;41.801686 ;1
164.421826 ;43.666279 ;1
166.522148 ;37.549871 ;1
162.207925 ;38.816505 ;1
162.824926 ;49.516226 ;1
166.386329 ;41.130312 ;1
167.591422 ;46.926624 ;1
157.953490 ;40.296977 ;1
166.297114 ;45.373070 ;1
167.308898 ;44.031086 ;1
164.734770 ;46.582809 ;1
160.205662 ;47.284765 ;1
164.404667 ;46.968158 ;1
158.198266 ;50.437416 ;1
156.765484 ;44.258526 ;1
172.764166 ;45.355027 ;1
163.079158 ;47.604629 ;1
170.406396 ;48.258594 ;1
162.729080 ;43.854716 ;1
162.335355 ;38.187473 ;1
165.112363 ;48.877021 ;1
164.260305 ;46.272245 ;1
171.590897 ;40.868984 ;1
164.920002 ;39.448743 ;1
174.440934 ;46.789676 ;1
165.240017 ;43.834091 ;1
169.792174 ;53.105851 ;1
164.468851 ;42.725707 ;1
162.486285 ;38.116026 ;1
161.135814 ;50.244719 ;1
165.982659 ;54.397532 ;1
173.488729 ;50.467657 ;1
166.411412 ;42.760816 ;1
167.914348 ;46.032808 ;1
164.880013 ;46.345575 ;1
170.138153 ;43.496805 ;1
166.955077 ;44.420102 ;1
173.725987 ;50.031057 ;1
158.490671 ;48.300995 ;1
162.930661 ;42.151126 ;1
163.686904 ;37.539858 ;1
160.490409 ;45.670348 ;1
164.237314 ;46.235574 ;1
162.781477 ;46.745191 ;1
164.874535 ;47.355888 ;1
169.405084 ;50.911692 ;1
170.077663 ;46.977717 ;1
160.937415 ;52.461189 ;1
158.074258 ;43.743744 ;1
169.933904 ;48.951883 ;1
163.735117 ;44.468491 ;1
161.435196 ;43.544039 ;1
164.644248 ;36.724988 ;1
163.537564 ;51.564019 ;1
160.571920 ;41.701010 ;1
165.577132 ;43.486404 ;1
165.703619 ;40.192783 ;1
