x ; y ; class
50.883473 ;11.883015 ;1
47.953338 ;12.004241 ;1
49.307121 ;6.526936 ;1
46.596217 ;9.539166 ;1
43.849101 ;10.112534 ;1
47.090120 ;8.568881 ;1
45.045023 ;9.958112 ;1
50.459003 ;13.435042 ;1
48.420869 ;10.683100 ;1
45.112678 ;5.777901 ;1
52.743802 ;9.438411 ;1
47.863989 ;9.315849 ;1
47.876296 ;9.547848 ;1
47.296496 ;8.744712 ;1
49.186765 ;8.703238 ;1
51.067657 ;11.465959 ;1
48.177333 ;13.389916 ;1
49.068989 ;13.521431 ;1
47.860640 ;9.061627 ;1
47.441899 ;10.532051 ;1
49.465373 ;7.684334 ;1
47.000464 ;8.385378 ;1
46.025331 ;11.976478 ;1
44.644936 ;7.038045 ;1
51.975579 ;10.891343 ;1
50.220765 ;9.027865 ;1
49.736680 ;7.751645 ;1
46.950356 ;9.585978 ;1
51.727253 ;5.996001 ;1
49.369833 ;10.501540 ;1
49.441780 ;10.246234 ;1
45.615318 ;6.062528 ;1
49.350528 ;6.686676 ;1
46.046035 ;5.395415 ;1
46.196447 ;9.312368 ;1
47.220080 ;9.031782 ;1
48.145472 ;8.352655 ;1
50.931658 ;6.784395 ;1
46.109168 ;6.644386 ;1
47.226289 ;4.706146 ;1
47.378045 ;13.103500 ;1
47.381543 ;8.397904 ;1
42.688696 ;13.378138 ;2
43.597115 ;13.617183 ;2
40.537366 ;12.825966 ;2
42.458847 ;18.131624 ;2
43.200798 ;14.070135 ;2
44.196936 ;17.319109 ;2
41.938558 ;17.009181 ;2
44.044609 ;13.139282 ;2
42.502157 ;14.818796 ;2
40.816798 ;12.423322 ;2
43.692223 ;14.524473 ;2
46.492967 ;12.262421 ;2
46.429677 ;11.404609 ;2
43.529161 ;15.055867 ;2
42.548176 ;13.709487 ;2
39.356881 ;16.718019 ;2
42.357908 ;13.375688 ;2
43.321255 ;17.452641 ;2
43.170764 ;13.884828 ;2
43.069624 ;14.323700 ;2
43.029981 ;12.950413 ;2
44.465343 ;14.025737 ;2
45.772433 ;18.356550 ;2
39.613019 ;15.475444 ;2
41.675360 ;15.194386 ;2
47.715467 ;15.426883 ;2
